Displayed Name,First Name,Last Name,Role,Time,Group,Personal Statement / Summary (optional)
Pia J. Raffler,Pia J.,Raffler,,Alumni,Editorial Board,Editorial Assistant for Vol 59.1 The Politics of the Sea
Pier-Luigi Gastone,Pier-Luigi,Gastone,,Alumni,Editorial Board,Editorial Assistant for Vol 40.2 Opposition and Politial Change
Preshant P. Reddy,Preshant P.,Reddy,,Alumni,Editorial Board,Editorial Assistant for Vol 66.1 Transnational Organized Crime
R. L. Caple Hernandez,R. L. Caple,Hernandez,,Alumni,Editorial Board,Editorial Assistant for Vol 40.1 The Arms Trade and Vol 39.2 China in Transition
R. Laurence Garufi,R. Laurence,Garufi,,Alumni,Editorial Board,Editor-in-Chief for Vol 11.2 Communist China in World Politics and Vol 11.1 East Central Europe
Rachel E. Ingber,Rachel E.,Ingber,,Alumni,Editorial Board,"Authored Book Review for Vol 54.2 Rogue States published in 2000-01
Editorial Assistant for Vol 55.1 Children and Vol 54.2 Rogue States
Senior Editor, Spring 2002 issue for Vol 56.1 Face of the State and Vol 55.2 Toeing the Blue Line"
Rachel Kanter Kepnes,Rachel Kanter,Kepnes,,Alumni,Editorial Board,"Editorial Assistant for Vol 66.2 The Rise of Latin America and Vol 66.1 Transnational Organized Crime
Director of Editorial Assistants for Vol 67.2 Global Food Security and Vol 67.1 The Gender Issue"
Rachel N. Makabi,Rachel N.,Makabi,,Alumni,Editorial Board,Editorial Assistant for Vol 59.2 The Globalization of Disaster and Vol 59.1 The Politics of the Sea
Rafael Rodriguez-Leal,Rafael,Rodriguez-Leal,,Alumni,Editorial Board,Editorial Assistant for Vol 61.1 Religion & Statecraft
Rahul K. Gupta,Rahul K.,Gupta,,Alumni,Editorial Board,"Senior Editor (Fall 2007) for Vol 60.2 Iran
Senior Editor (Fall 2006) for Vol 60.1 Historical Reconciliation"
Ramon H. Hulsey,Ramon H.,Hulsey,,Alumni,Editorial Board,"Editorial Assistant for Vol 13.2 The Middle East and Vol 13.1 Science and World Politics
Authored for Print issue Vol 14.2 The Americas published in 1960-61
Associate Editor for Vol 14.2 The Americas"
Randolph T. Major Jr.,Randolph T.,Major Jr.,,Alumni,Editorial Board,"Editorial Assistant for Vol 11.2 Communist China in World Politics and Vol 11.1 East Central Europe
Circulation Manager for Vol 12.2 A Design for International Relations and Vol 12.1 The Western Alliance"
Raymond D. White,Raymond D.,White,,Alumni,Editorial Board,Editorial Assistant for Vol 18.2 The Politics of Partition and Vol 18.1 Statesmen and Succession
Raymond S. Yaukey,Raymond S.,Yaukey,,Alumni,Editorial Board,"Raymond S. Yaukey was interviewed by the Journal for Print issue Vol 5.2 Propaganda in World Politics published in 1951-52 and Vol 5.1 American Foreign Policy published in 1951-52
Editorial Assistant for Vol 5.2 Propaganda in World Politics and Vol 5.1 American Foreign Policy
Business Manager for Vol 6.2 The Korean Experience and Vol 6.1 The Middle East at Mid-Century"
Rebecca Bebe Leicht,Rebecca Bebe,Leicht,,Alumni,Editorial Board,Features Editor for Vol 60.2 Iran and Vol 60.1 Historical Reconciliation
Rebecca Hales Turnstall,Rebecca Hales,Turnstall,,Alumni,Editorial Board,Editorial Assistant for Vol 57.1 Governance and Vol 56.2 Central Asia
Rebecca Salima Krisel,Rebecca Salima,Krisel,,Alumni,Editorial Board,Editorial Assistant for Vol 68.1 Breaking Point: Protests and Revoluions
Remy M. Joseph,Remy M.,Joseph,,Alumni,Editorial Board,"Advertising Editor for Vol 31.1 The Global Commons, Vol 31.2 The Future World Order and Vol 32.1 International Terrorism"
René A. Tron,René A.,Tron,,Alumni,Editorial Board,"Authored for Print issue Vol 2.1 U.S. Occupation - Germany and Japan published in 1948-49
Editor for Vol 2.2 Developing an International Civil Service and Vol 2.1 U.S. Occupation - Germany and Japan"
Richard A. Rubin,Richard A.,Rubin,,Alumni,Editorial Board,Editorial Assistant for Vol 17.2 The Asian Triangle
Richard B. Palmer,Richard B.,Palmer,,Alumni,Editorial Board,"Editorial Assistant for Vol 8.2 The Military and U.S. Foreign Policy and Vol 8.1 Postwar Soviet Foreign Policy
Editor-in-Chief for Vol 9.2 The United Nations After Ten Years and Vol 9.1 Problems and Progress in Latin America"
Richard C. Reynolds,Richard C.,Reynolds,,Alumni,Editorial Board,Editorial Assistant for Vol 65.1 Inside the Authoritarian State
Richard C. Whitlo,Richard C.,Whitlo,,Alumni,Editorial Board,Editorial Assistant for Vol 19.2 Mediterranean Europe
Richard D. Dodson,Richard D.,Dodson,,Alumni,Editorial Board,"Editorial Assistant for Vol 11.2 Communist China in World Politics and Vol 11.1 East Central Europe
Editor-in-Chief for Vol 12.2 A Design for International Relations and Vol 12.1 The Western Alliance"
Richard G. Howland,Richard G.,Howland,,Alumni,Editorial Board,Editorial Assistant for Vol 54.2 Rogue States
Richard L. Ohlemacher,Richard L.,Ohlemacher,,Alumni,Editorial Board,"Senior Editor, Spring 2000 issue for Vol 54.1 Turkey and Vol 53.2 Shadow Economies"
Richard L. Sneider,Richard L.,Sneider,,Alumni,Editorial Board,"Authored for Print issue Vol 2.1 U.S. Occupation - Germany and Japan published in 1948-49
Editor for Vol 1.1 Higher Education in International Affairs, Vol 2.1 U.S. Occupation - Germany and Japan and Vol 2.2 Developing an International Civil Service"
Richard M. Lamport Jr.,Richard M.,Lamport Jr.,,Alumni,Editorial Board,Book Review Editor for Vol 16.2 Nation-Building and Vol 16.1 Western Europe
Richard T. Newman,Richard T.,Newman,,Alumni,Editorial Board,"Authored for Print issue Vol 5.2 Propaganda in World Politics published in 1951-52
Editorial Assistant for Vol 4.2 The Advancement of Underdeveloped Areas
Editor-in-Chief for Vol 5.1 American Foreign Policy and Vol 5.2 Propaganda in World Politics"
Rikha Sharma Rani,Rikha Sharma,Rani,,Alumni,Editorial Board,"Editorial Assistant for Vol 63.2 Rethinking Russia and Vol 63.1 Pakistan & Afghanistan
Editor-in-Chief for Vol 64.2 Sino-Indian Relations and Vol 64.1 Innovating for Development"
Robert A. Macdonald,Robert A.,Macdonald,,Alumni,Editorial Board,Editor for Vol 11.2 Communist China in World Politics and Vol 11.1 East Central Europe
Robert A. Schupp,Robert A.,Schupp,,Alumni,Editorial Board,Editor-in-Chief for Vol 54.1 Turkey and Vol 53.2 Shadow Economies
Robert B. Kay,Robert B.,Kay,,Alumni,Editorial Board,Book Reviews Editor for Vol 40.1 The Arms Trade and Vol 39.2 China in Transition
Robert B. Mantel,Robert B.,Mantel,,Alumni,Editorial Board,"Associate Editor (Business) for Vol 17.2 The Asian Triangle
Business Manager for Vol 17.1 Diplomacy in Transition"
Robert B. Oristano,Robert B.,Oristano,,Alumni,Editorial Board,Business Manager for Vol 9.2 The United Nations After Ten Years and Vol 9.1 Problems and Progress in Latin America
Robert C. Loehr,Robert C.,Loehr,,Alumni,Editorial Board,"Editorial Assistant for Vol 48.1 Contemporary Issues in World Trade
Associate Editor (Cordier Essay) for Vol 49.1 Continuity and Transformation and Vol 48.2 Transcending National Boundaries"
Robert D. Cross,Robert D.,Cross,,Alumni,Editorial Board,"Editorial Assistant for Vol 5.2 Propaganda in World Politics and Vol 5.1 American Foreign Policy
Editor for Vol 6.2 The Korean Experience and Vol 6.1 The Middle East at Mid-Century"
Robert D. Reischauer,Robert D.,Reischauer,,Alumni,Editorial Board,Associate Editor (Circulation) for Vol 19.2 Mediterranean Europe and Vol 19.1 The Arab World
Robert D. Teitelman,Robert D.,Teitelman,,Alumni,Editorial Board,"Book Reviews Editor Vol 31.1 The Global Commons, Vol 31.2 The Future World Order and Vol 32.1 International Terrorism"
Robert F. Muir,Robert F.,Muir,,Alumni,Editorial Board,Editorial Assistant for Vol 9.1 Problems and Progress in Latin America
Robert G. Kurkjian,Robert G.,Kurkjian,,Alumni,Editorial Board,Editorial Assistant for Vol 19.2 Mediterranean Europe
Robert H. Miller,Robert H.,Miller,,Alumni,Editorial Board,Editorial Assistant for Vol 22.1 East-West Détente
Robert L. Ponzini,Robert L.,Ponzini,,Alumni,Editorial Board,"Editorial Assistant for Vol 31.1 The Global Commons, Vol 31.2 The Future World Order and Vol 32.1 International Terrorism
Circulations Editor for Vol 33.1 Technology and the New International Order and Vol 32.2 Leadership Succession in the Communist States"
Robert M. Scher,Robert M.,Scher,,Alumni,Editorial Board,Managing Editor for Vol 45.1 East Central Europe and Vol 44.2 The Politics of the Global Environment
Robert O. Matthews,Robert O.,Matthews,,Alumni,Editorial Board,"Editorial Assistant for Vol 19.2 Mediterranean Europe
Editor for Vol 20.2 Political Development in Latin America and Vol 20.1 East Central Europe"
Robert O. Myhr,Robert O.,Myhr,,Alumni,Editorial Board,Editorial Assistant for Vol 15.2 Ideology
Robert R. Cohoes,Robert R.,Cohoes,,Alumni,Editorial Board,Editor for Vol 11.2 Communist China in World Politics and Vol 11.1 East Central Europe
Robert W. Maxwell,Robert W.,Maxwell,,Alumni,Editorial Board,Editor for Vol 1.1 Higher Education in International Affairs
Robert W. Pons,Robert W.,Pons,,Alumni,Editorial Board,"Editorial Assistant for Vol 17.2 The Asian Triangle
Associate Editor (Circulation) for Vol 18.2 The Politics of Partition and Vol 18.1 Statesmen and Succession"
Robert W. Schleck,Robert W.,Schleck,,Alumni,Editorial Board,"Editorial Assistant for Vol 4.2 The Advancement of Underdeveloped Areas
Robert W. Schleck was interviewed by the Journal for Print issue Vol 5.2 Propaganda in World Politics published in 1951-52 and Vol 5.1 American Foreign Policy published in 1951-52"
Roberto E. Socas,Roberto E.,Socas,,Alumni,Editorial Board,Editorial Assistant for Vol 9.2 The United Nations After Ten Years and Vol 9.1 Problems and Progress in Latin America
Robin K. Northup,Robin K.,Northup,,Alumni,Editorial Board,Editorial Assistant for Vol 37.1 Japan's New World Role
Robin Lynn Berry,Robin Lynn,Berry,,Alumni,Editorial Board,"Special Projects Editor for Vol 31.1 The Global Commons, Vol 31.2 The Future World Order and Vol 32.1 International Terrorism"
Roger E. Bunker,Roger E.,Bunker,,Alumni,Editorial Board,Editorial Assistant for Vol 18.1 Statesmen and Succession and Vol 19.2 Mediterranean Europe
Ron E. Hassner,Ron E.,Hassner,,Alumni,Editorial Board,Authored for Print issue Vol 61.1 Religion & Statecraft published in 2007-08
Ronald L. W. Smyth,Ronald L. W.,Smyth,,Alumni,Editorial Board,Editorial Assistant for Vol 4.2 The Advancement of Underdeveloped Areas
Ronald S. Hikel,Ronald S.,Hikel,,Alumni,Editorial Board,Editorial Assistant for Vol 17.1 Diplomacy in Transition
Rose Carmen Goldberg,Rose Carmen,Goldberg,,Alumni,Editorial Board,"Editorial Assistant for Vol 60.2 Iran and Vol 60.1 Historical Reconciliation
Book Review Editor for Vol 61.2 Water and Vol 61.1 Religion & Statecraft"
Rudolf J. Minar,Rudolf J.,Minar,,Alumni,Editorial Board,Managing Editor for for Vol 47.1 The Power of the Media in the Global System and Vol 46.2 Keeping the Peace
Russell M. Dallen,Russell M.,Dallen,,Alumni,Editorial Board,"Editorial Assistant for Vol 40.1 The Arms Trade and Vol 39.2 China in Transition
Circulations Director for Vol 41.1 The Pacific Basin and Vol 40.2 Opposition and Politial Change"
Russell T. Bouvier,Russell T.,Bouvier,,Alumni,Editorial Board,Associate Editor for Vol 6.2 The Korean Experience and Vol 6.1 The Middle East at Mid-Century
S. Arif H. Ali,S. Arif,H. Ali,,Alumni,Editorial Board,Editorial Assistant for Vol 39.2 China in Transition
S. Austin Merrill,S. Austin,Merrill,,Alumni,Editorial Board,Editor-in-Chief for Vol 53.1 Fueling the 21st Century and Vol 52.2 Seeking Institutional Justice
S. Wamiq Jawaid,S. Wamiq,Jawaid,,Alumni,Editorial Board,Editorial Assistant for Vol 60.2 Iran
Sacha Tessier-Stall,Sacha,Tessier-Stall,,Alumni,Editorial Board,Editorial Assistant for Vol 61.1 Religion & Statecraft
Sadaf G. Sajwani,Sadaf G.,Sajwani,,Alumni,Editorial Board,Editorial Assistant for Vol 63.1 Pakistan & Afghanistan
Sait Euren Gunez,Sait Euren,Gunez,,Alumni,Editorial Board,Editorial Assistant for Vol 66.1 Transnational Organized Crime
Sally C. Cornwell,Sally C.,Cornwell,,Alumni,Editorial Board,Executive Editor for Vol 23.2 National Politics and Foreign Policy
Salvatore J. Marino,Salvatore J.,Marino,,Alumni,Editorial Board,"Editorial Assistant for Vol 5.2 Propaganda in World Politics and Vol 5.1 American Foreign Policy
Associate Editor for Vol 6.2 The Korean Experience and Vol 6.1 The Middle East at Mid-Century"
Samuel H. Wyman,Samuel H.,Wyman,,Alumni,Editorial Board,Editorial Assistant for Vol 16.2 Nation-Building and Vol 16.1 Western Europe
Sandra M. Beuchert,Sandra M.,Beuchert,,Alumni,Editorial Board,Editorial Assistant for Vol 47.2 Refugees and International Population Flows
Sanket P. Mistry,Sanket P.,Mistry,,Alumni,Editorial Board,Editorial Assistant for Vol 63.1 Pakistan & Afghanistan and Vol 63.2 Rethinking Russia
Sara E. Schaefer,Sara E.,Schaefer,,Alumni,Editorial Board,Editorial Assistant for Vol 55.1 Children and Vol 54.2 Rogue States
Sara Regine Hassett,Sara Regine,Hassett,,Alumni,Editorial Board,"Editorial Assistant for Vol 57.2 Land
Senior Editor (Spring 2005) for Vol 58.2 Financing Development and Vol 58.1 State Building"
Sarah Dreisbach-Penner,Sarah,Dreisbach-Penner,,Alumni,Editorial Board,Editorial Assistant for Vol 55.1 Children and Vol 54.2 Rogue States
Sarah E. Gorma,Sarah E.,Gorma,,Alumni,Editorial Board,Editorial Assistant for Vol 66.1 Transnational Organized Crime
Sarah E. Sachs,Sarah E.,Sachs,,Alumni,Editorial Board,"Director of Production for Vol 60.1 Historical Reconciliation
Contributed to Issue Vol 60.2 Iran
Production Assistant for Vol 59.2 The Globalization of Disaster and Vol 59.1 The Politics of the Sea"
Sarah J. Ison,Sarah J.,Ison,,Alumni,Editorial Board,Editorial Assistant for Vol 41.2 Europe
Sarah K. Goetchius,Sarah K.,Goetchius,,Alumni,Editorial Board,Editor for Vol 9.2 The United Nations After Ten Years
Sarah K. Thontwa,Sarah K.,Thontwa,,Alumni,Editorial Board,Editorial Assistant for Vol 66.1 Transnational Organized Crime
Sarah Lauren Jaffe,Sarah Lauren,Jaffe,,Alumni,Editorial Board,Production Assistant for Vol 63.2 Rethinking Russia and Vol 63.1 Pakistan & Afghanistan
Sarah M. Egan,Sarah M.,Egan,,Alumni,Editorial Board,Editorial Assistant for Vol 38.2 Dilemmas of Democracy
Saúl Acosta Gómez,Saúl,Gómez,,Alumni,Editorial Board,"Editor-in-Chief for Vol 61.2 Water and Vol 61.1 Religion & Statecraft
Book Review Editor for Vol 60.2 Iran
Editorial Assistant for Vol 60.1 Historical Reconciliation"
Sayan S. Das,Sayan S.,Das,,Alumni,Editorial Board,"Book Reviews Editor for Vol 71.1 Democracy, Vol 71.1.5 Contentious Narratives and Vol 71.2 Ungoverned Spaces"
Scarlett Lopez Freeman,Scarlett Lopez,Freeman,,Alumni,Editorial Board,"Editorial Assistant for Vol 60.1 Historical Reconciliation and Vol 60.2 Iran
Director of Editorial Assistants for Vol 61.2 Water and Vol 61.1 Religion & Statecraft"
Schneider,,Schneider,,Alumni,Editorial Board,Editorial Assistant for Vol 67.2 Global Food Security
Scott D. Berrie,Scott D.,Berrie,,Alumni,Editorial Board,Special Projects Coordinator for Vol 48.1 Contemporary Issues in World Trade and Vol 47.2 Refugees and International Population Flows
Setti-Semhal Petros,Setti-Semhal,Petros,,Alumni,Editorial Board,"Editorial Assistant for Vol 62.1 Global Finance, Vol 62.2 Africa in the 21st Century and Vol 63.1 Pakistan & Afghanistan"
Seung Hee Hong,Seung Hee,Hong,,Alumni,Editorial Board,Editorial Assistant for Vol 63.2 Rethinking Russia
Shabnam A Huq,Shabnam A,Huq,,Alumni,Editorial Board,Editorial Assistant for Vol 62.1 Global Finance
Shakil A. Quazi,Shakil A.,Quazi,,Alumni,Editorial Board,Distribution Director for Vol 47.1 The Power of the Media in the Global System and Vol 46.2 Keeping the Peace
Sharon A. Haddock,Sharon A.,Haddock,,Alumni,Editorial Board,Editorial Assistant for Vol 23.2 National Politics and Foreign Policy
Sharon C. Delezenski,Sharon C.,Delezenski,,Alumni,Editorial Board,"Business Editor for Vol 31.1 The Global Commons, Vol 31.2 The Future World Order and Vol 32.1 International Terrorism"
Sheila C. Goldman,Sheila C.,Goldman,,Alumni,Editorial Board,Editorial Assistant for Vol 46.2 Keeping the Peace
Sheila K. Martin,Sheila K.,Martin,,Alumni,Editorial Board,"Editorial Assistant for Vol 24.2 International Economic Development in the 1970s, Vol 26.1 The Military-Industrial Complex and Vol 26.2 Micropolitics
Associate Editor (Book Reviews) for Vol 25.2 Change and the Future International System and Vol 25.1 Revolutionary Wars"
Sheila M. Fitzpatrick,Sheila M.,Fitzpatrick,,Alumni,Editorial Board,"Editorial Assistant for Vol 55.2 Toeing the Blue Line
Editorial Assistant for Vol 56.1 Face of the State"
Sherman L. Lewis,Sherman L.,Lewis,,Alumni,Editorial Board,Editorial Assistant for Vol 17.1 Diplomacy in Transition
Sherwin A. Crowne,Sherwin A.,Crowne,,Alumni,Editorial Board,"Authored for Print issue Vol 6.1 The Middle East at Mid-Century published in 1952-53
Editorial Assistant for Vol 5.2 Propaganda in World Politics and Vol 5.1 American Foreign Policy
Sherwin A. Crowne was interviewed by the Journal for Print issue Vol 5.1 American Foreign Policy published in 1951-52
Associate Editor for Vol 6.2 The Korean Experience and Vol 6.1 The Middle East at Mid-Century"
Shireen Anjum Khan,Shireen Anjum,Khan,,Alumni,Editorial Board,General and Book Review Editor for Vol 56.1 Face of the State and Vol 55.2 Toeing the Blue Line
Sissi Yan Xi Goh,Sissi Yan Xi,Goh,,Alumni,Editorial Board,Editorial Assistant for Vol 67.1 The Gender Issue
Sonia Adrieda Syafitri,Sonia Adrieda,Syafitri,,Alumni,Editorial Board,Editorial Assistant for Vol 68.2 Migration
Sophia Barney-Farrar,Sophia,Barney-Farrar,,Alumni,Editorial Board,"Editorial Assistant for Vol 68.2 Migration and Vol 68.1 Breaking Point: Protests and Revoluions
Cordier and GPPN Editor for Vol 69.1 The Geopolitics of Energy
Senior Editor, Student Essays for Vol 69.2 Shifting Sands"
